-0.00424211925531	-6.9999987146	1.28539844676e-06	0	0	0	
-0.30957372317	-6.99315122825	9.38034880614e-05	0	0	0	
-0.614316035907	-6.97299188106	0.000186143017405	0	0	0	
-0.917888963155	-6.93955904752	0.000278128212935	0	0	0	
-1.21971463659	-6.8929163689	0.000369583975605	0	0	0	
-1.51921851389	-6.83315263221	0.00046033621417	0	0	0	
-1.81583047241	-6.76038160112	0.000550212176589	0	0	0	
-2.10898589441	-6.67474179941	0.000639040778857	0	0	0	
-2.3981267419	-6.57639624732	0.000726652930682	0	0	0	
-2.68270261883	-6.46553215119	0.000812881857353	0	0	0	
-2.96217181886	-6.34236054714	0.000897563417208	0	0	0	
-3.23600235647	-6.20711589931	0.000980536414084	0	0	0	
-3.50367297967	-6.06005565358	0.00106164290417	0	0	0	
-3.76467416221	-5.90145974748	0.00114072849664	0	0	0	
-4.01850907352	-5.73163007733	0.00121764264758	0	0	0	
-4.26469452442	-5.55088992357	0.00129223894654	0	0	0	
-4.50276188689	-5.35958333534	0.00136437539522	0	0	0	
-4.73225798619	-5.15807447562	0.00143391467779	0	0	0	
-4.95274596346	-4.94674692796	0.00150072442227	0	0	0	
-5.16380610728	-4.72600296638	0.00156467745252	0	0	0	
-5.36503665269	-4.49626278954	0.0016256520303	0	0	0	
-5.5560545459	-4.25796372092	0.00168353208705	0	0	0	
-5.7364961735	-4.01155937636	0.00173820744479	0	0	0	
-5.90601805459	-3.75751880053	0.00178957402586	0	0	0	
-6.06429749463	-3.49632557409	0.00183753405106	0	0	0	
-6.21103319973	-3.22847689321	0.00188199622576	0	0	0	
-6.34594585011	-2.95448262306	0.00192287591367	0	0	0	
-6.46877863189	-2.67486432732	0.001960095298	0	0	0	
-6.57929772589	-2.3901542753	0.00199358352952	0	0	0	
-6.67729275272	-2.10089442878	0.00202327686148	0	0	0	
-6.76257717328	-1.8076354103	0.00204911877094	0	0	0	
-6.83498864383	-1.51093545507	0.00207106006636	0	0	0	
-6.89438932503	-1.21135934834	0.00208905898123	0	0	0	
-6.94066614429	-0.909477350232	0.00210308125359	0	0	0	
-6.97373101106	-0.605864110299	0.00211310019126	0	0	0	
-6.9935209845	-0.301097573597	0.00211909672261	0	0	0	
-6.99999839325	0.00424211945005	0.00212105943291	0	0	0	
-6.99315090721	0.309573737381	0.00211898458603	0	0	0	
-6.97299156095	0.614316064109	0.00211287613155	0	0	0	
-6.93955872894	0.917889005292	0.00210274569726	0	0	0	
-6.89291605247	1.21971469259	0.00208861256703	0	0	0	
-6.83315231852	1.51921858364	0.00207050364407	0	0	0	
-6.76038129077	1.81583055577	0.00204845339975	0	0	0	
-6.67474149299	2.10898599123	0.00202250380795	0	0	0	
-6.57639594542	2.39812685199	0.0019927042652	0	0	0	
-6.46553185438	2.68270274199	0.00195911149662	0	0	0	
-6.34236025598	2.96217195484	0.00192178944796	0	0	0	
-6.20711561436	3.23600250502	0.00188080916386	0	0	0	
-6.06005537538	3.50367314051	0.00183624865262	0	0	0	
-5.90145947656	3.76467433504	0.0017881927377	0	0	0	
-5.73162981421	4.018509258	0.00173673289627	0	0	0	
-5.55088966874	4.2646947202	0.00168196708506	0	0	0	
-5.3595830893	4.5027620936	0.00162399955391	0	0	0	
-5.15807423882	4.73225820344	0.00156294064731	0	0	0	
-4.94674670087	4.95274619082	0.00149890659435	0	0	0	
